selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason
1250,178,DE16_r006_c004,DE16,Dresden,val,6,4,1536,1024,256,256,256,256,65536,0,0.0,27839,0.4247894287109375,0.4247894287109375,37697,0.5752105712890625,17329,0.2644195556640625,8358,0.3002263012320845,0.127532958984375,4268,0.1533101045296167,0.06512451171875,14939,0.5366212866841481,0.2279510498046875,61,0.0021911706598656,0.0009307861328125,213,0.0076511368942849,0.0032501220703125,1801,0.0646934157117712,24722,0.888034771363914,1316,0.0472718129243148,1801,0,8158,0,16062,502,1316,406734.3682870129,5653268.093693569,409294.3682870129,5655828.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,True,False,True,coverage_only_evaluation,
1251,179,DE16_r006_c006,DE16,Dresden,val,6,6,1536,1536,256,256,256,256,65536,0,0.0,29466,0.449615478515625,0.449615478515625,36070,0.550384521484375,2789,0.0425567626953125,7736,0.2625398764677933,0.1180419921875,4286,0.1454557795425236,0.065399169921875,17138,0.5816194936537026,0.261505126953125,0,0.0,0.0,306,0.0103848503359804,0.004669189453125,8876,0.3012285345822303,20590,0.6987714654177697,0,0.0,8876,0,0,0,20590,0,0,411854.3682870129,5653268.093693569,414414.3682870129,5655828.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,False,True,coverage_only_evaluation,
1252,180,DE16_r006_c008,DE16,Dresden,val,6,8,1536,2048,256,256,256,256,65536,0,0.0,35712,0.544921875,0.544921875,29824,0.455078125,1553,0.0236968994140625,4158,0.1164314516129032,0.063446044921875,2294,0.0642361111111111,0.035003662109375,25180,0.7050851254480287,0.38421630859375,0,0.0,0.0,4080,0.1142473118279569,0.062255859375,5001,0.1400369623655914,30711,0.8599630376344086,0,0.0,5001,0,0,0,30711,0,0,416974.3682870129,5653268.093693569,419534.3682870129,5655828.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,True,True,coverage_only_evaluation,
1253,181,DE16_r006_c009,DE16,Dresden,val,6,9,1536,2304,256,256,256,256,65536,0,0.0,52863,0.8066253662109375,0.8066253662109375,12673,0.1933746337890625,1075,0.0164031982421875,1875,0.0354690426196016,0.0286102294921875,1554,0.0293967425231258,0.023712158203125,49434,0.9351342148572724,0.754302978515625,0,0.0,0.0,0,0.0,0.0,2486,0.0470272213079091,50377,0.9529727786920908,0,0.0,2486,0,0,0,50377,0,0,419534.3682870129,5653268.093693569,422094.3682870129,5655828.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1254,182,DE16_r006_c010,DE16,Dresden,val,6,10,1536,2560,256,256,256,256,65536,0,0.0,56225,0.8579254150390625,0.8579254150390625,9311,0.1420745849609375,1142,0.017425537109375,1112,0.0197776789684304,0.0169677734375,1264,0.0224811027123165,0.019287109375,53849,0.957741218319253,0.8216705322265625,0,0.0,0.0,0,0.0,0.0,1643,0.0292218763895064,54582,0.9707781236104936,0,0.0,1643,0,0,0,54582,0,0,422094.3682870129,5653268.093693569,424654.3682870129,5655828.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1255,183,DE16_r007_c000,DE16,Dresden,val,7,0,1792,0,256,256,256,256,65536,0,0.0,60103,0.9170989990234376,0.9170989990234376,5433,0.0829010009765625,816,0.012451171875,502,0.0083523285027369,0.007659912109375,369,0.0061394605926492,0.0056304931640625,58671,0.9761742342312364,0.8952484130859375,423,0.007037918240354,0.0064544677734375,138,0.0022960584330233,0.002105712890625,631,0.0104986439944761,59472,0.9895013560055238,0,0.0,631,0,0,0,59472,0,0,396494.3682870129,5650708.093693569,399054.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,True,False,True,coverage_only_evaluation,
1256,184,DE16_r007_c001,DE16,Dresden,val,7,1,1792,256,256,256,256,256,65536,0,0.0,55893,0.8528594970703125,0.8528594970703125,9643,0.1471405029296875,2612,0.03985595703125,1423,0.0254593598482815,0.0217132568359375,1438,0.0257277297693807,0.021942138671875,53032,0.9488129103823376,0.8092041015625,0,0.0,0.0,0,0.0,0.0,1206,0.0215769416563791,47540,0.8505537366038681,7147,0.1278693217397527,1206,0,813,0,46701,26,7147,399054.3682870129,5650708.093693569,401614.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1257,185,DE16_r007_c002,DE16,Dresden,val,7,2,1792,512,256,256,256,256,65536,0,0.0,51586,0.787139892578125,0.787139892578125,13950,0.212860107421875,5416,0.0826416015625,1605,0.0311130926995696,0.0244903564453125,921,0.0178536812313418,0.0140533447265625,48689,0.943841352304889,0.7429351806640625,371,0.0071918737641995,0.0056610107421875,0,0.0,0.0,715,0.0138603497072849,32714,0.6341643081456209,18157,0.3519753421470942,715,0,1696,0,30842,176,18157,401614.3682870129,5650708.093693569,404174.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,True,False,True,coverage_only_evaluation,
1258,186,DE16_r007_c003,DE16,Dresden,val,7,3,1792,768,256,256,256,256,65536,0,0.0,28773,0.4390411376953125,0.4390411376953125,36763,0.5609588623046875,14480,0.220947265625,6436,0.2236819240259966,0.09820556640625,3290,0.1143433079623258,0.050201416015625,17725,0.6160289159976367,0.2704620361328125,930,0.0323219685121468,0.014190673828125,392,0.0136238835018941,0.0059814453125,1770,0.0615160045876342,19779,0.6874152851631739,7224,0.251068710249192,1770,0,6167,0,13449,163,7224,404174.3682870129,5650708.093693569,406734.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,True,False,True,coverage_only_evaluation,
1259,187,DE16_r007_c004,DE16,Dresden,val,7,4,1792,1024,256,256,256,256,65536,0,0.0,31207,0.4761810302734375,0.4761810302734375,34329,0.5238189697265625,12551,0.1915130615234375,5550,0.1778447143269138,0.084686279296875,2748,0.0880571666613259,0.04193115234375,22570,0.7232351715961163,0.344390869140625,0,0.0,0.0,339,0.0108629474156439,0.0051727294921875,1674,0.0536418111321177,20377,0.6529624763674816,9156,0.2933957125004005,1674,0,5593,0,14420,364,9156,406734.3682870129,5650708.093693569,409294.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,False,True,coverage_only_evaluation,
1260,188,DE16_r007_c005,DE16,Dresden,val,7,5,1792,1280,256,256,256,256,65536,0,0.0,41168,0.628173828125,0.628173828125,24368,0.371826171875,3660,0.05584716796875,3556,0.0863777691410804,0.05426025390625,2765,0.0671638165565487,0.0421905517578125,34847,0.8464584143023708,0.5317230224609375,0,0.0,0.0,0,0.0,0.0,4052,0.0984259619121648,36888,0.8960357559269335,228,0.0055382821609016,4052,0,574,0,36207,107,228,409294.3682870129,5650708.093693569,411854.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,False,True,coverage_only_evaluation,
1261,189,DE16_r007_c006,DE16,Dresden,val,7,6,1792,1536,256,256,256,256,65536,0,0.0,28176,0.429931640625,0.429931640625,37360,0.570068359375,702,0.010711669921875,6654,0.2361584327086882,0.101531982421875,3099,0.1099872231686541,0.0472869873046875,18167,0.6447685973878479,0.2772064208984375,135,0.0047913117546848,0.0020599365234375,121,0.0042944349801249,0.0018463134765625,7891,0.2800610448608745,20285,0.7199389551391255,0,0.0,7891,0,0,0,20285,0,0,411854.3682870129,5650708.093693569,414414.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,True,False,True,coverage_only_evaluation,
1262,190,DE16_r007_c008,DE16,Dresden,val,7,8,1792,2048,256,256,256,256,65536,0,0.0,26270,0.400848388671875,0.400848388671875,39266,0.599151611328125,1442,0.022003173828125,8043,0.3061667301103921,0.1227264404296875,3107,0.1182717929196802,0.0474090576171875,11827,0.4502093642938713,0.1804656982421875,0,0.0,0.0,3293,0.1253521126760563,0.0502471923828125,9141,0.3479634564141606,17129,0.6520365435858394,0,0.0,9141,0,0,0,17129,0,0,416974.3682870129,5650708.093693569,419534.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,True,True,coverage_only_evaluation,
1263,191,DE16_r007_c009,DE16,Dresden,val,7,9,1792,2304,256,256,256,256,65536,0,0.0,45614,0.696014404296875,0.696014404296875,19922,0.303985595703125,1484,0.02264404296875,2656,0.0582277370982593,0.04052734375,1968,0.0431446485728065,0.030029296875,38367,0.8411233393256456,0.5854339599609375,0,0.0,0.0,2623,0.0575042750032884,0.0400238037109375,3435,0.0753058271583285,42179,0.9246941728416714,0,0.0,3435,0,0,0,42179,0,0,419534.3682870129,5650708.093693569,422094.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,True,False,True,True,coverage_only_evaluation,
1264,192,DE16_r007_c010,DE16,Dresden,val,7,10,1792,2560,256,256,256,256,65536,0,0.0,57150,0.872039794921875,0.872039794921875,8386,0.127960205078125,565,0.0086212158203125,894,0.0156430446194225,0.013641357421875,917,0.0160454943132108,0.0139923095703125,55339,0.9683114610673664,0.8444061279296875,0,0.0,0.0,0,0.0,0.0,1310,0.0229221347331583,55840,0.9770778652668416,0,0.0,1310,0,0,0,55840,0,0,422094.3682870129,5650708.093693569,424654.3682870129,5653268.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1265,193,DE16_r008_c000,DE16,Dresden,val,8,0,2048,0,256,256,256,256,65536,0,0.0,51700,0.78887939453125,0.78887939453125,13836,0.21112060546875,2832,0.043212890625,1601,0.0309671179883945,0.0244293212890625,1297,0.0250870406189555,0.0197906494140625,48802,0.94394584139265,0.744659423828125,0,0.0,0.0,0,0.0,0.0,1065,0.0205996131528046,49934,0.9658413926499032,701,0.013558994197292,1065,0,1170,0,36219,12545,701,396494.3682870129,5648148.093693569,399054.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1266,194,DE16_r008_c001,DE16,Dresden,val,8,1,2048,256,256,256,256,256,65536,0,0.0,53716,0.81964111328125,0.81964111328125,11820,0.18035888671875,3037,0.0463409423828125,1479,0.0275336957331149,0.0225677490234375,1109,0.0206456176930523,0.0169219970703125,51128,0.9518206865738328,0.7801513671875,0,0.0,0.0,0,0.0,0.0,1171,0.0217998361754412,37524,0.6985628118251546,15021,0.2796373519994042,1171,0,1068,0,34336,2120,15021,399054.3682870129,5648148.093693569,401614.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1267,195,DE16_r008_c002,DE16,Dresden,val,8,2,2048,512,256,256,256,256,65536,0,0.0,50522,0.770904541015625,0.770904541015625,15014,0.229095458984375,5796,0.08843994140625,1785,0.0353311428684533,0.0272369384765625,1387,0.0274533866434424,0.0211639404296875,47255,0.9353351015399232,0.7210540771484375,40,0.0007917342939709,0.0006103515625,55,0.00108863465421,0.0008392333984375,835,0.0165274533866434,23528,0.4656981117137089,26159,0.5177744348996477,835,0,2250,0,20778,500,26159,401614.3682870129,5648148.093693569,404174.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1268,196,DE16_r008_c003,DE16,Dresden,val,8,3,2048,768,256,256,256,256,65536,0,0.0,42082,0.642120361328125,0.642120361328125,23454,0.357879638671875,10138,0.154693603515625,5395,0.1282020816501116,0.0823211669921875,2074,0.0492847298132218,0.031646728515625,34185,0.8123425692695214,0.5216217041015625,18,0.0004277363243191,0.000274658203125,410,0.0097428829428259,0.006256103515625,1820,0.0432488950144955,17715,0.4209638325174659,22547,0.5357872724680386,1820,0,4996,0,12348,371,22547,404174.3682870129,5648148.093693569,406734.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,False,True,coverage_only_evaluation,
1269,197,DE16_r008_c004,DE16,Dresden,val,8,4,2048,1024,256,256,256,256,65536,0,0.0,51014,0.778411865234375,0.778411865234375,14522,0.221588134765625,4214,0.064300537109375,1630,0.0319520131728545,0.024871826171875,1424,0.0279139059865919,0.021728515625,47960,0.9401340808405536,0.7318115234375,0,0.0,0.0,0,0.0,0.0,994,0.0194848472968204,23302,0.4567765711373348,26718,0.5237385815658446,994,0,2171,0,20613,518,26718,406734.3682870129,5648148.093693569,409294.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,
1270,198,DE16_r008_c005,DE16,Dresden,val,8,5,2048,1280,256,256,256,256,65536,0,0.0,47460,0.72418212890625,0.72418212890625,18076,0.27581787109375,1232,0.018798828125,2566,0.0540665823851664,0.039154052734375,2049,0.0431731984829329,0.0312652587890625,42845,0.9027602191319004,0.6537628173828125,0,0.0,0.0,0,0.0,0.0,3218,0.0678044669195111,43668,0.9201011378002528,574,0.0120943952802359,3218,0,270,0,43386,12,574,409294.3682870129,5648148.093693569,411854.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,True,False,False,True,coverage_only_evaluation,
1271,199,DE16_r008_c006,DE16,Dresden,val,8,6,2048,1536,256,256,256,256,65536,0,0.0,54496,0.83154296875,0.83154296875,11040,0.16845703125,1764,0.02691650390625,1048,0.0192307692307692,0.0159912109375,1632,0.0299471520845566,0.02490234375,51234,0.9401423957721669,0.781768798828125,369,0.0067711391661773,0.0056304931640625,213,0.00390854374633,0.0032501220703125,1480,0.0271579565472695,53016,0.9728420434527304,0,0.0,1480,0,0,0,53016,0,0,411854.3682870129,5648148.093693569,414414.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,False,True,False,True,coverage_only_evaluation,
1272,200,DE16_r008_c007,DE16,Dresden,val,8,7,2048,1792,256,256,256,256,65536,0,0.0,31541,0.4812774658203125,0.4812774658203125,33995,0.5187225341796875,2013,0.0307159423828125,5166,0.1637868171586189,0.078826904296875,3038,0.0963190767572366,0.046356201171875,22706,0.7198883992264037,0.346466064453125,631,0.0200057068577407,0.0096282958984375,0,0.0,0.0,6332,0.2007545734123838,25209,0.7992454265876161,0,0.0,6332,0,0,0,25209,0,0,414414.3682870129,5648148.093693569,416974.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,True,False,True,coverage_only_evaluation,
1273,201,DE16_r008_c008,DE16,Dresden,val,8,8,2048,2048,256,256,256,256,65536,0,0.0,31779,0.4849090576171875,0.4849090576171875,33757,0.5150909423828125,1144,0.0174560546875,5373,0.1690739167374681,0.0819854736328125,2660,0.0837030743572799,0.04058837890625,23746,0.747223008905252,0.362335205078125,0,0.0,0.0,0,0.0,0.0,6352,0.1998804241794896,25427,0.8001195758205104,0,0.0,6352,0,0,0,25427,0,0,416974.3682870129,5648148.093693569,419534.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,False,True,coverage_only_evaluation,
1274,202,DE16_r008_c009,DE16,Dresden,val,8,9,2048,2304,256,256,256,256,65536,0,0.0,39207,0.5982513427734375,0.5982513427734375,26329,0.4017486572265625,1993,0.0304107666015625,3551,0.0905705613793455,0.0541839599609375,1881,0.0479761267120667,0.0287017822265625,28178,0.7186981916494504,0.429962158203125,16,0.0004080903920218,0.000244140625,5581,0.1423470298671155,0.0851593017578125,4347,0.1108730583824317,34860,0.8891269416175683,0,0.0,4347,0,0,0,34860,0,0,419534.3682870129,5648148.093693569,422094.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,True,True,False,True,True,coverage_only_evaluation,
1275,203,DE16_r008_c010,DE16,Dresden,val,8,10,2048,2560,256,256,256,256,65536,0,0.0,46959,0.7165374755859375,0.7165374755859375,18577,0.2834625244140625,1478,0.022552490234375,1811,0.0385655571881854,0.0276336669921875,2001,0.0426116399412253,0.0305328369140625,42790,0.9112204263293512,0.652923583984375,0,0.0,0.0,357,0.0076023765412381,0.0054473876953125,2655,0.0565386826806363,44304,0.9434613173193636,0,0.0,2655,0,0,0,44304,0,0,422094.3682870129,5648148.093693569,424654.3682870129,5650708.093693569,EPSG:32633,data\processed\sar\DE16_Dresden\DE16_Dresden_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_semantic.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_validity.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_provenance.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_support_count.tif,data\interim\labels_v3_1\fused\DE16\DE16_v31_source_conflict.tif,True,False,True,False,False,True,coverage_only_evaluation,
